ObservationIdentifier,DateOfObservation,DutchName,ScientificName,Kingdom,QuantificationOfInvasion,QuantificationUnit,ValidationStatus,SamplingProtocol,CoordinateUncertainty,XLambert72,YLambert72,ID,ESRI_OID,Shape
Exo_549,2017-01-01T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,1,m²,approved by experts,casual observation,,105360.59950000,186937.33100000,549,783,POINT (105360.59950000 186937.33100000)
Exo_528,2019-01-01T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,1,m²,approved by experts,casual observation,,98499.70680000,168615.48210000,528,784,POINT (98499.70680000 168615.48210000)
Exo_529,2019-01-01T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,10,m²,approved by experts,casual observation,,98492.36090000,168632.01060000,529,785,POINT (98492.36090000 168632.01060000)
Exo_539,2017-01-01T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,25,m²,approved by experts,casual observation,,106159.48060000,185283.89250000,539,786,POINT (106159.48060000 185283.89250000)
Exo_540,2017-01-01T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,5,m²,approved by experts,casual observation,,107019.92000000,185932.65920000,540,787,POINT (107019.92000000 185932.65920000)
Exo_541,2017-01-01T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,5,m²,approved by experts,casual observation,,107048.26520000,185854.92480000,541,788,POINT (107048.26520000 185854.92480000)
Exo_543,2017-01-01T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,5,m²,approved by experts,casual observation,,108034.54030000,186592.03230000,543,789,POINT (108034.54030000 186592.03230000)
Exo_517,2018-01-01T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,10,m²,approved by experts,casual observation,,100658.73690000,164212.27830000,517,790,POINT (100658.73690000 164212.27830000)
Exo_519,2019-01-01T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,4,m²,approved by experts,casual observation,,96376.15760000,162724.50580000,519,791,POINT (96376.15760000 162724.50580000)
Exo_520,2019-01-01T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,2,m²,approved by experts,casual observation,,96379.01880000,162722.11030000,520,792,POINT (96379.01880000 162722.11030000)
Exo_523,2019-01-01T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,10,m²,approved by experts,casual observation,,97394.20820000,164079.19940000,523,793,POINT (97394.20820000 164079.19940000)
Exo_524,2019-01-01T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,30,m²,approved by experts,casual observation,,97158.47670000,165874.61360000,524,794,POINT (97158.47670000 165874.61360000)
Exo_527,2019-01-01T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,1,m²,approved by experts,casual observation,,98561.27980000,168486.55340000,527,795,POINT (98561.27980000 168486.55340000)
Exo_500,2019-01-01T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,30,m²,approved by experts,casual observation,,121116.18670000,178772.10470000,500,796,POINT (121116.18670000 178772.10470000)
Exo_501,2019-01-01T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,121137.52110000,178788.35010000,501,797,POINT (121137.52110000 178788.35010000)
Exo_509,2019-01-01T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,20,m²,approved by experts,casual observation,,121755.92550000,177828.49730000,509,798,POINT (121755.92550000 177828.49730000)
Exo_514,2018-01-01T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,10,m²,approved by experts,casual observation,,99922.74870000,163578.36740000,514,799,POINT (99922.74870000 163578.36740000)
Exo_515,2018-01-01T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,99914.24650000,163601.60680000,515,800,POINT (99914.24650000 163601.60680000)
Exo_516,2018-01-01T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,99906.59450000,163621.72870000,516,801,POINT (99906.59450000 163621.72870000)
Exo_481,2019-01-01T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,119327.61920000,178047.90900000,481,802,POINT (119327.61920000 178047.90900000)
Exo_482,2019-01-01T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,10,m²,approved by experts,casual observation,,119258.72270000,177980.57840000,482,803,POINT (119258.72270000 177980.57840000)
Exo_483,2019-01-01T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,30,m²,approved by experts,casual observation,,119044.59570000,177773.88910000,483,804,POINT (119044.59570000 177773.88910000)
Exo_484,2019-01-01T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,118999.18660000,177730.04590000,484,805,POINT (118999.18660000 177730.04590000)
Exo_485,2019-01-01T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,118935.37910000,177668.19560000,485,806,POINT (118935.37910000 177668.19560000)
Exo_499,2019-01-01T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,121112.66360000,178754.29340000,499,807,POINT (121112.66360000 178754.29340000)
Exo_473,2019-01-01T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,20,m²,approved by experts,casual observation,,119053.30560000,174972.81770000,473,808,POINT (119053.30560000 174972.81770000)
Exo_474,2019-01-01T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,119066.61510000,174988.86750000,474,809,POINT (119066.61510000 174988.86750000)
Exo_475,2019-01-01T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,20,m²,approved by experts,casual observation,,119107.71810000,175008.04890000,475,810,POINT (119107.71810000 175008.04890000)
Exo_476,2019-01-01T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,119143.73220000,175030.36190000,476,811,POINT (119143.73220000 175030.36190000)
Exo_479,2019-01-01T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,1,m²,approved by experts,casual observation,,118862.47020000,177616.03400000,479,812,POINT (118862.47020000 177616.03400000)
Exo_480,2019-01-01T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,20,m²,approved by experts,casual observation,,119337.79700000,178052.60650000,480,813,POINT (119337.79700000 178052.60650000)
Exo_459,2015-01-01T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,5,m²,approved by experts,casual observation,,83468.09890000,204902.85140000,459,814,POINT (83468.09890000 204902.85140000)
Exo_460,2015-01-01T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,5,m²,approved by experts,casual observation,,83452.14300000,204850.99470000,460,815,POINT (83452.14300000 204850.99470000)
Exo_463,2015-01-01T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,2,m²,approved by experts,casual observation,,87410.20420000,200587.27830000,463,816,POINT (87410.20420000 200587.27830000)
Exo_466,2015-01-01T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,50,m²,approved by experts,casual observation,,84203.63750000,202438.02970000,466,817,POINT (84203.63750000 202438.02970000)
Exo_467,2015-01-01T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,5,m²,approved by experts,casual observation,,84161.18350000,202535.89290000,467,818,POINT (84161.18350000 202535.89290000)
Exo_471,2015-01-01T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,15,m²,approved by experts,casual observation,,86611.67190000,203201.87040000,471,819,POINT (86611.67190000 203201.87040000)
Exo_444,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,110449.43770000,187647.76140000,444,820,POINT (110449.43770000 187647.76140000)
Exo_448,2015-01-01T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,2,m²,approved by experts,casual observation,,89719.07320000,203331.19490000,448,821,POINT (89719.07320000 203331.19490000)
Exo_449,2015-01-01T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,3,m²,approved by experts,casual observation,,89960.99770000,202906.51680000,449,822,POINT (89960.99770000 202906.51680000)
Exo_451,2015-01-01T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,2,m²,approved by experts,casual observation,,86530.88440000,204434.14670000,451,823,POINT (86530.88440000 204434.14670000)
Exo_457,2015-01-01T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,10,m²,approved by experts,casual observation,,89594.96920000,202892.95770000,457,824,POINT (89594.96920000 202892.95770000)
Exo_458,2015-01-01T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,2,m²,approved by experts,casual observation,,86802.88260000,203115.79030000,458,825,POINT (86802.88260000 203115.79030000)
Exo_429,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,101742.90000000,182944.91310000,429,826,POINT (101742.90000000 182944.91310000)
Exo_430,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,101746.91050000,182932.88150000,430,827,POINT (101746.91050000 182932.88150000)
Exo_440,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,110783.55820000,188041.15040000,440,828,POINT (110783.55820000 188041.15040000)
Exo_441,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,110769.04880000,187999.69500000,441,829,POINT (110769.04880000 187999.69500000)
Exo_442,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,110751.43030000,188005.39510000,442,830,POINT (110751.43030000 188005.39510000)
Exo_443,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,110505.66190000,187759.81930000,443,831,POINT (110505.66190000 187759.81930000)
Exo_423,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,84201.78260000,202435.52250000,423,832,POINT (84201.78260000 202435.52250000)
Exo_424,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,138482.28920000,212062.15940000,424,833,POINT (138482.28920000 212062.15940000)
Exo_425,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,117674.54140000,189265.48100000,425,834,POINT (117674.54140000 189265.48100000)
Exo_426,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,109552.20950000,185427.26910000,426,835,POINT (109552.20950000 185427.26910000)
Exo_427,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,104848.62200000,181485.11180000,427,836,POINT (104848.62200000 181485.11180000)
Exo_428,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,101708.33300000,182948.54170000,428,837,POINT (101708.33300000 182948.54170000)
Exo_417,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,97864.93360000,160733.05520000,417,838,POINT (97864.93360000 160733.05520000)
Exo_418,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,121238.87910000,172225.46110000,418,839,POINT (121238.87910000 172225.46110000)
Exo_419,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,85467.86560000,211718.16370000,419,840,POINT (85467.86560000 211718.16370000)
Exo_420,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,130318.13390000,212043.42160000,420,841,POINT (130318.13390000 212043.42160000)
Exo_421,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,116620.94510000,182965.40280000,421,842,POINT (116620.94510000 182965.40280000)
Exo_422,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,93144.29540000,176965.23020000,422,843,POINT (93144.29540000 176965.23020000)
Exo_411,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,89969.83550000,168345.22880000,411,844,POINT (89969.83550000 168345.22880000)
Exo_412,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,90630.16440000,168172.92310000,412,845,POINT (90630.16440000 168172.92310000)
Exo_413,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,97776.89640000,167166.70530000,413,846,POINT (97776.89640000 167166.70530000)
Exo_414,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,97781.31350000,167204.08680000,414,847,POINT (97781.31350000 167204.08680000)
Exo_415,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,113443.20530000,161875.03910000,415,848,POINT (113443.20530000 161875.03910000)
Exo_416,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,114229.95630000,164801.29240000,416,849,POINT (114229.95630000 164801.29240000)
Exo_405,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,107834.10260000,175411.60780000,405,850,POINT (107834.10260000 175411.60780000)
Exo_406,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,110143.70970000,174006.47710000,406,851,POINT (110143.70970000 174006.47710000)
Exo_407,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,101881.55090000,176101.56210000,407,852,POINT (101881.55090000 176101.56210000)
Exo_408,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,102057.51160000,175172.51530000,408,853,POINT (102057.51160000 175172.51530000)
Exo_409,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,87660.83730000,176160.86630000,409,854,POINT (87660.83730000 176160.86630000)
Exo_410,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,87604.24770000,176105.51230000,410,855,POINT (87604.24770000 176105.51230000)
Exo_399,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,95692.19690000,183300.12720000,399,856,POINT (95692.19690000 183300.12720000)
Exo_400,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,95784.97080000,183295.81210000,400,857,POINT (95784.97080000 183295.81210000)
Exo_401,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,88324.57460000,187340.91310000,401,858,POINT (88324.57460000 187340.91310000)
Exo_402,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,91716.26410000,186768.68050000,402,859,POINT (91716.26410000 186768.68050000)
Exo_403,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,91799.85970000,186839.35680000,403,860,POINT (91799.85970000 186839.35680000)
Exo_404,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,102972.07470000,179856.29490000,404,861,POINT (102972.07470000 179856.29490000)
Exo_393,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,108729.16310000,182737.03590000,393,862,POINT (108729.16310000 182737.03590000)
Exo_394,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,108750.00050000,182763.50510000,394,863,POINT (108750.00050000 182763.50510000)
Exo_395,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,108078.05540000,182282.15910000,395,864,POINT (108078.05540000 182282.15910000)
Exo_396,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,104638.98390000,185775.60420000,396,865,POINT (104638.98390000 185775.60420000)
Exo_397,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,104549.91700000,185513.18540000,397,866,POINT (104549.91700000 185513.18540000)
Exo_398,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,104321.56610000,186486.42730000,398,867,POINT (104321.56610000 186486.42730000)
Exo_387,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,125764.90840000,183458.40030000,387,868,POINT (125764.90840000 183458.40030000)
Exo_388,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,125422.18560000,179673.74990000,388,869,POINT (125422.18560000 179673.74990000)
Exo_389,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,126116.73740000,183319.20460000,389,870,POINT (126116.73740000 183319.20460000)
Exo_390,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,119955.14000000,181271.50590000,390,871,POINT (119955.14000000 181271.50590000)
Exo_391,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,121126.36460000,178771.75700000,391,872,POINT (121126.36460000 178771.75700000)
Exo_392,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,118560.83630000,178209.59820000,392,873,POINT (118560.83630000 178209.59820000)
Exo_381,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,128012.07140000,181128.66550000,381,874,POINT (128012.07140000 181128.66550000)
Exo_382,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,127832.45680000,180916.26010000,382,875,POINT (127832.45680000 180916.26010000)
Exo_383,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,127658.56060000,180860.45460000,383,876,POINT (127658.56060000 180860.45460000)
Exo_384,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,126186.86850000,183535.77680000,384,877,POINT (126186.86850000 183535.77680000)
Exo_385,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,126036.24220000,183408.87930000,385,878,POINT (126036.24220000 183408.87930000)
Exo_386,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,126113.61870000,183305.71050000,386,879,POINT (126113.61870000 183305.71050000)
Exo_375,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,110171.86910000,185718.28780000,375,880,POINT (110171.86910000 185718.28780000)
Exo_376,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,121035.29700000,187816.40170000,376,881,POINT (121035.29700000 187816.40170000)
Exo_377,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,134325.12910000,186983.78270000,377,882,POINT (134325.12910000 186983.78270000)
Exo_378,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,129851.50890000,181551.63550000,378,883,POINT (129851.50890000 181551.63550000)
Exo_379,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,129162.63340000,181499.26480000,379,884,POINT (129162.63340000 181499.26480000)
Exo_380,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,128411.31000000,181417.98160000,380,885,POINT (128411.31000000 181417.98160000)
Exo_369,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,108933.83430000,191075.42170000,369,886,POINT (108933.83430000 191075.42170000)
Exo_370,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,109111.71490000,191082.53700000,370,887,POINT (109111.71490000 191082.53700000)
Exo_371,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,109232.67370000,191139.45870000,371,888,POINT (109232.67370000 191139.45870000)
Exo_372,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,109191.16820000,191067.12060000,372,889,POINT (109191.16820000 191067.12060000)
Exo_373,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,110670.28000000,187897.87350000,373,890,POINT (110670.28000000 187897.87350000)
Exo_374,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,110143.16390000,185673.56800000,374,891,POINT (110143.16390000 185673.56800000)
Exo_363,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,132205.71230000,191819.62080000,363,892,POINT (132205.71230000 191819.62080000)
Exo_364,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,100948.94620000,191301.14780000,364,893,POINT (100948.94620000 191301.14780000)
Exo_365,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,86172.66320000,201344.88490000,365,894,POINT (86172.66320000 201344.88490000)
Exo_366,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,108255.51640000,190928.37380000,366,895,POINT (108255.51640000 190928.37380000)
Exo_367,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,108640.53830000,191224.55190000,367,896,POINT (108640.53830000 191224.55190000)
Exo_368,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,109037.00500000,191234.32840000,368,897,POINT (109037.00500000 191234.32840000)
Exo_86,2019-04-29T00:00:00,Watercrassula,Crassula helmsii,Plantae,0,m²,approved by experts,casual observation,,107407.03020000,205066.10300000,86,898,POINT (107407.03020000 205066.10300000)
Exo_88,2019-04-29T00:00:00,Watercrassula,Crassula helmsii,Plantae,0,m²,approved by experts,casual observation,,107208.32100000,204030.31070000,88,899,POINT (107208.32100000 204030.31070000)
Exo_89,2016-04-29T00:00:00,Watercrassula,Crassula helmsii,Plantae,0,m²,approved by experts,casual observation,,129481.10850000,190273.22480000,89,900,POINT (129481.10850000 190273.22480000)
Exo_90,2019-04-29T00:00:00,Watercrassula,Crassula helmsii,Plantae,0,m²,approved by experts,casual observation,,137964.15680000,217711.55940000,90,901,POINT (137964.15680000 217711.55940000)
Exo_91,2019-04-29T00:00:00,Watercrassula,Crassula helmsii,Plantae,0,m²,approved by experts,casual observation,,137952.60350000,217751.99610000,91,902,POINT (137952.60350000 217751.99610000)
Exo_93,2018-04-29T00:00:00,Watercrassula,Crassula helmsii,Plantae,0,m²,approved by experts,casual observation,,138270.32030000,216365.59540000,93,903,POINT (138270.32030000 216365.59540000)
Exo_1984,2023-04-14T00:00:00,Watercrassula,Crassula helmsii,Plantae,100,m²,approved by experts,casual observation,,86391.71000000,202736.37150000,1984,904,POINT (86391.71000000 202736.37150000)
Exo_1627,2021-10-11T00:00:00,Watercrassula,Crassula helmsii,Plantae,0,m²,approved by experts,casual observation,,115859.83420000,204125.14140000,1627,905,POINT (115859.83420000 204125.14140000)
Exo_1628,2021-10-11T00:00:00,Watercrassula,Crassula helmsii,Plantae,0,m²,approved by experts,casual observation,,115980.21110000,204185.32980000,1628,906,POINT (115980.21110000 204185.32980000)
Exo_1629,2021-10-11T00:00:00,Watercrassula,Crassula helmsii,Plantae,0,m²,approved by experts,casual observation,,115974.86100000,204252.20590000,1629,907,POINT (115974.86100000 204252.20590000)
Exo_1671,2022-03-31T00:00:00,Watercrassula,Crassula helmsii,Plantae,0,m²,approved by experts,casual observation,,93156.05820000,183072.01060000,1671,908,POINT (93156.05820000 183072.01060000)
Exo_1903,2022-09-30T00:00:00,Watercrassula,Crassula helmsii,Plantae,0,m²,approved by experts,casual observation,,107633.06490000,169314.74150000,1903,909,POINT (107633.06490000 169314.74150000)
Exo_1915,2022-10-25T00:00:00,Watercrassula,Crassula helmsii,Plantae,0,m²,approved by experts,casual observation,,91336.07820000,215907.34570000,1915,910,POINT (91336.07820000 215907.34570000)
Exo_897,2020-06-09T00:00:00,Watercrassula,Crassula helmsii,Plantae,0,m²,approved by experts,casual observation,,107451.67600000,205023.82050000,897,911,POINT (107451.67600000 205023.82050000)
